match_id,date,venue,winner,loser,margin,margin_type,winner_rating,loser_rating,winner_expected,rating_change,winner_xi_size,loser_xi_size
1415731,2024-06-14,"Arnos Vale Ground, Kingstown, St Vincent",South Africa,Nepal,1,runs,1507.3886984826072,1497.994952070449,0.5135153946056867,15.567507372618024,11,11
1415735,2024-06-15,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Australia,Scotland,5,wickets,1509.436301538234,1500.1902184925673,0.5133030427817801,18.689163157179646,11,11
1415734,2024-06-15,"Sir Vivian Richards Stadium, North Sound, Antigua",England,Namibia,41,runs,1504.9255258794467,1493.9297120762,0.5158189668758271,23.2406895899603,11,8
1415736,2024-06-16,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Pakistan,Ireland,3,wickets,1505.77918964277,1491.8378695737972,0.5200524112232895,18.42998740902568,11,11
1415737,2024-06-16,"Arnos Vale Ground, Kingstown, St Vincent",Bangladesh,Nepal,21,runs,1495.326508199123,1496.9087614502293,0.49772297027331297,19.28743794150478,11,11
1415738,2024-06-16,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Sri Lanka,Netherlands,83,runs,1495.900711961789,1495.4430807482977,0.5006585838755551,23.968387973973357,11,11
1415739,2024-06-17,"Brian Lara Stadium, Tarouba, Trinidad",New Zealand,Papua New Guinea,7,wickets,1506.470598731478,1492.9415569005541,0.5194600215191909,23.065918967078836,10,11
1415741,2024-06-19,"Sir Vivian Richards Stadium, North Sound, Antigua",South Africa,United States of America,18,runs,1509.4230980942345,1500.1071651597804,0.5134034931555922,18.68530586282526,11,11
1415742,2024-06-19,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",England,West Indies,8,wickets,1506.4831876924704,1504.2523676098158,0.5032103640495244,23.845902525622833,10,11
1415744,2024-06-20,"Sir Vivian Richards Stadium, North Sound, Antigua",Australia,Bangladesh,28,runs,1515.53649966145,1496.2491991959555,0.527728178867317,18.135237931495023,9,11
1415746,2024-06-21,"Kensington Oval, Bridgetown, Barbados",West Indies,United States of America,9,wickets,1501.2264156952376,1498.9129003995024,0.5033293669372829,23.84019038701042,9,11
1415745,2024-06-21,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",South Africa,England,7,runs,1510.8963327896788,1508.2069224120025,0.5038702953515849,15.876150548749283,11,11
1415747,2024-06-22,"Sir Vivian Richards Stadium, North Sound, Antigua",India,Bangladesh,50,runs,1509.160381575396,1495.1741101451166,0.5201169970493174,23.034384141632767,11,11
1415750,2024-06-23,"Sir Vivian Richards Stadium, North Sound, Antigua",South Africa,West Indies,3,wickets,1512.4338408213298,1501.6007303941808,0.5155850488204571,18.601534125294446,11,11
1415749,2024-06-23,"Kensington Oval, Bridgetown, Barbados",England,United States of America,10,wickets,1508.3538998029624,1496.7456103643196,0.5166994578802595,23.198426021747544,8,11
1415751,2024-06-24,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",India,Australia,24,runs,1511.254416497363,1515.068830186419,0.49451083797863576,19.410783821620385,11,11
1415754,2024-06-27,"Providence Stadium, Guyana",India,England,68,runs,1513.0190332084194,1509.0336796885924,0.5057351332151953,23.72471360567063,11,11
1415755,2024-06-29,"Kensington Oval, Bridgetown, Barbados",India,South Africa,7,runs,1515.1758253543894,1514.1248893781749,0.5015124138326498,15.951602757355207,11,11
