match_id,date,venue,winner,loser,margin,margin_type,winner_rating_before,winner_rating_after,winner_change,loser_rating_before,loser_rating_after,loser_change,winner_expected
1298177,2022-11-09,Sydney Cricket Ground,Pakistan,New Zealand,7,wickets,1564.560685653547,1591.8948299433025,27.334144289755645,1613.1415215781985,1585.807377288443,-27.334144289755645,0.4305386606300908
1298178,2022-11-10,Adelaide Oval,England,India,10,wickets,1575.9382423499756,1601.658997168452,25.7207548184766,1600.8915370043285,1575.170782185852,-25.7207548184766,0.4641509412817375
1298179,2022-11-13,Melbourne Cricket Ground,England,Pakistan,5,wickets,1601.658997168452,1620.3195513590538,18.660554190601783,1591.8948299433025,1573.2342757527008,-18.660554190601783,0.5140480679530786
1415701,2024-06-01,"Grand Prairie Stadium, Dallas",United States of America,Canada,7,wickets,1500.0,1524.0,24.0,1500.0,1476.0,-24.0,0.5
1415702,2024-06-02,"Providence Stadium, Guyana",West Indies,Papua New Guinea,5,wickets,1498.036540503275,1513.590233149402,15.553692646126757,1431.2435395334733,1415.6898468873464,-15.553692646126757,0.5949559206737823
1415704,2024-06-03,"Nassau County International Cricket Stadium, New York",South Africa,Sri Lanka,6,wickets,1550.073772084853,1570.7831146987246,20.709342613871613,1502.13469843806,1481.4253558241885,-20.709342613871613,0.5685553622110081
1415707,2024-06-04,"Grand Prairie Stadium, Dallas",Netherlands,Nepal,6,wickets,1453.743245053565,1480.8073956031133,27.06415054954815,1498.3447706531122,1471.280620103564,-27.06415054954815,0.43616353021774684
1415708,2024-06-05,"Nassau County International Cricket Stadium, New York",India,Ireland,8,wickets,1575.170782185852,1591.3797232268726,16.208941041020665,1458.150641407824,1441.9417003668034,-16.208941041020665,0.6623137283120695
1415709,2024-06-05,"Providence Stadium, Guyana",Uganda,Papua New Guinea,3,wickets,1500.0,1514.630197532446,14.630197532445854,1415.6898468873464,1401.0596493549006,-14.630197532445854,0.6190052725925559
1415710,2024-06-05,"Kensington Oval, Bridgetown, Barbados",Australia,Oman,39,runs,1606.8707770851636,1621.6086028559862,14.737825770822658,1465.4638906623911,1450.7260648915685,-14.737825770822658,0.6929619631078613
1415712,2024-06-06,"Kensington Oval, Bridgetown, Barbados",Scotland,Namibia,5,wickets,1454.3504434403108,1473.9471111218152,19.59666768150446,1461.5294059977298,1441.9327383162254,-19.59666768150446,0.4896701124608214
1415713,2024-06-07,"Nassau County International Cricket Stadium, New York",Canada,Ireland,12,runs,1476.0,1493.323874455868,17.32387445586797,1441.9417003668034,1424.6178259109354,-17.32387445586797,0.548857436045105
1415715,2024-06-07,"Grand Prairie Stadium, Dallas",Bangladesh,Sri Lanka,2,wickets,1382.7387145938787,1403.1649995884375,20.426284994558657,1481.4253558241885,1460.9990708296298,-20.426284994558657,0.36167859392004204
1415718,2024-06-08,"Providence Stadium, Guyana",West Indies,Uganda,134,runs,1513.590233149402,1537.662071129425,24.071837980023,1514.630197532446,1490.5583595524229,-24.071837980023,0.4985033754161875
1415717,2024-06-08,"Kensington Oval, Bridgetown, Barbados",Australia,England,36,runs,1621.6086028559862,1645.5195587417365,23.910955885750347,1620.3195513590538,1596.4085954733034,-23.910955885750347,0.5018550857135344
1415716,2024-06-08,"Nassau County International Cricket Stadium, New York",South Africa,Netherlands,4,wickets,1570.7831146987246,1585.1191256387044,14.336010939979843,1480.8073956031133,1466.4713846631334,-14.336010939979843,0.6266663817713582
1415719,2024-06-09,"Nassau County International Cricket Stadium, New York",India,Pakistan,6,runs,1591.3797232268726,1606.5448534259433,15.165130199070699,1573.2342757527008,1558.06914555363,-15.165130199070699,0.5260896812790407
1415720,2024-06-09,"Sir Vivian Richards Stadium, North Sound, Antigua",Scotland,Oman,7,wickets,1473.9471111218152,1496.3454422446578,22.398331122842503,1450.7260648915685,1428.327733768726,-22.398331122842503,0.5333681016074479
1415721,2024-06-10,"Nassau County International Cricket Stadium, New York",South Africa,Bangladesh,4,runs,1585.1191256387044,1593.4302408208289,8.311115182124517,1403.1649995884375,1394.853884406313,-8.311115182124517,0.7402776505586088
1415724,2024-06-11,"Sir Vivian Richards Stadium, North Sound, Antigua",Australia,Namibia,9,wickets,1645.5195587417365,1656.871775182836,11.352216441099467,1441.9327383162254,1430.580521875126,-11.352216441099467,0.7634954908104278
1415722,2024-06-11,"Nassau County International Cricket Stadium, New York",Pakistan,Canada,7,wickets,1558.06914555363,1577.6477630510865,19.578617497456534,1493.323874455868,1473.7452569584116,-19.578617497456534,0.5921121354696556
1415726,2024-06-12,"Brian Lara Stadium, Tarouba, Trinidad",West Indies,New Zealand,13,runs,1537.662071129425,1559.505778703773,21.84370757434817,1585.807377288443,1563.9636697140947,-21.84370757434817,0.43115344858468313
1415725,2024-06-12,"Nassau County International Cricket Stadium, New York",India,United States of America,7,wickets,1606.5448534259433,1624.947773285623,18.402919859679702,1524.0,1505.5970801403203,-18.402919859679702,0.6166058362566729
1415728,2024-06-13,"Sir Vivian Richards Stadium, North Sound, Antigua",England,Oman,8,wickets,1596.4085954733034,1609.6263010264656,13.217705553162263,1428.327733768726,1415.1100282155637,-13.217705553162263,0.7246311343091195
1415727,2024-06-13,"Arnos Vale Ground, Kingstown, St Vincent",Bangladesh,Netherlands,25,runs,1394.853884406313,1417.9564953144582,23.102610908145085,1466.4713846631334,1443.3687737549883,-23.102610908145085,0.39836950760038836
1415732,2024-06-14,"Brian Lara Stadium, Tarouba, Trinidad",New Zealand,Uganda,9,wickets,1563.9636697140947,1582.9671355959413,19.00346588184658,1490.5583595524229,1471.5548936705763,-19.00346588184658,0.604094460794863
1415731,2024-06-14,"Arnos Vale Ground, Kingstown, St Vincent",South Africa,Nepal,1,runs,1593.4302408208289,1604.0258971527576,10.59565633192874,1471.280620103564,1460.6849637716352,-10.59565633192874,0.6688857396272269
1415735,2024-06-15,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Australia,Scotland,5,wickets,1656.871775182836,1667.782389467821,10.91061428498495,1496.3454422446578,1485.4348279596727,-10.91061428498495,0.7158694196618502
1415734,2024-06-15,"Sir Vivian Richards Stadium, North Sound, Antigua",England,Namibia,41,runs,1609.6263010264656,1622.2481008260413,12.621799799575706,1430.580521875126,1417.9587220755502,-12.621799799575706,0.7370458375088395
1415736,2024-06-16,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Pakistan,Ireland,3,wickets,1577.6477630510865,1588.8985408795554,11.250777828468838,1424.6178259109354,1413.3670480824665,-11.250777828468838,0.7070109940502907
1415737,2024-06-16,"Arnos Vale Ground, Kingstown, St Vincent",Bangladesh,Nepal,21,runs,1417.9564953144582,1439.505924882547,21.549429568089007,1460.6849637716352,1439.1355342035463,-21.549429568089007,0.43881693833101537
1415738,2024-06-16,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Sri Lanka,Netherlands,83,runs,1460.9990708296298,1483.782257289335,22.78318645970522,1443.3687737549883,1420.5855872952832,-22.78318645970522,0.5253502820894745
1415739,2024-06-17,"Brian Lara Stadium, Tarouba, Trinidad",New Zealand,Papua New Guinea,7,wickets,1582.9671355959413,1595.4362862799671,12.469150684025964,1401.0596493549006,1388.5904986708747,-12.469150684025964,0.7402260274161258
1415741,2024-06-19,"Sir Vivian Richards Stadium, North Sound, Antigua",South Africa,United States of America,18,runs,1604.0258971527576,1617.927515342365,13.901618189607364,1505.5970801403203,1491.6954619507128,-13.901618189607364,0.6379786929789749
1415742,2024-06-19,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",England,West Indies,8,wickets,1622.2481008260413,1641.960522058272,19.712421232230895,1559.505778703773,1539.793357471542,-19.712421232230895,0.5893245576618563
1415744,2024-06-20,"Sir Vivian Richards Stadium, North Sound, Antigua",Australia,Bangladesh,28,runs,1667.782389467821,1675.915794550767,8.133405082945998,1439.505924882547,1431.3725197996012,-8.133405082945998,0.788192575964948
1415746,2024-06-21,"Kensington Oval, Bridgetown, Barbados",West Indies,United States of America,9,wickets,1539.793357471542,1560.4919359826092,20.69857851106713,1491.6954619507128,1470.9968834396457,-20.69857851106713,0.5687796143527681
1415745,2024-06-21,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",South Africa,England,7,runs,1617.927515342365,1635.0325143490882,17.104999006723148,1641.960522058272,1624.855523051549,-17.104999006723148,0.4654687810399016
1415747,2024-06-22,"Sir Vivian Richards Stadium, North Sound, Antigua",India,Bangladesh,50,runs,1624.947773285623,1636.8070603522312,11.859287066608259,1431.3725197996012,1419.513232732993,-11.859287066608259,0.7529315194456613
1415750,2024-06-23,"Sir Vivian Richards Stadium, North Sound, Antigua",South Africa,West Indies,3,wickets,1635.0325143490882,1650.1753100259366,15.142795676848396,1560.4919359826092,1545.3491403057608,-15.142795676848396,0.605656362582073
1415749,2024-06-23,"Kensington Oval, Bridgetown, Barbados",England,United States of America,10,wickets,1624.855523051549,1638.8716100438546,14.01608699230559,1470.9968834396457,1456.98079644734,-14.01608699230559,0.7079981876603002
1415751,2024-06-24,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",India,Australia,24,runs,1636.8070603522312,1658.159206843149,21.352146490917736,1675.915794550767,1654.5636480598494,-21.352146490917736,0.44395451846568396
1415754,2024-06-27,"Providence Stadium, Guyana",India,England,68,runs,1658.159206843149,1680.8282338504587,22.669027007309683,1638.8716100438546,1616.2025830365449,-22.669027007309683,0.5277286040143816
1415755,2024-06-29,"Kensington Oval, Bridgetown, Barbados",India,South Africa,7,runs,1680.8282338504587,1695.4202657908197,14.592031940361068,1650.1753100259366,1635.5832780855756,-14.592031940361068,0.5439990018637166
