match_id,date,venue,winner,loser,margin,margin_type,winner_rating_before,winner_rating_after,winner_change,loser_rating_before,loser_rating_after,loser_change,winner_expected
1298141,2022-10-19,"Bellerive Oval, Hobart",Ireland,Scotland,6,wickets,1435.6089042375813,1463.9212525138937,28.31234827631237,1498.7216938207503,1470.4093455444379,-28.31234827631237,0.41015941091015895
1298142,2022-10-19,"Bellerive Oval, Hobart",West Indies,Zimbabwe,31,runs,1498.3763429129533,1526.2997872051494,27.923444292196145,1555.6882542208837,1527.7648099286876,-27.923444292196145,0.4182615772459136
1298143,2022-10-20,"GMHBA Stadium, South Geelong, Victoria",Sri Lanka,Netherlands,16,runs,1526.0181131777415,1542.0826788157835,16.06456563804195,1468.767947042576,1452.703381404534,-16.06456563804195,0.5816519365093241
1298144,2022-10-20,"GMHBA Stadium, South Geelong, Victoria",United Arab Emirates,Namibia,7,runs,1404.0602263729108,1423.5473531479795,19.48712677506864,1481.0165327727984,1461.5294059977298,-19.48712677506864,0.39102728827910505
1298145,2022-10-21,"Bellerive Oval, Hobart",Ireland,West Indies,9,wickets,1463.9212525138937,1492.184499215768,28.263246701874237,1526.2997872051494,1498.036540503275,-28.263246701874237,0.41118236037762
1298146,2022-10-21,"Bellerive Oval, Hobart",Zimbabwe,Scotland,5,wickets,1527.7648099286876,1543.8237120328147,16.058902104127142,1470.4093455444379,1454.3504434403108,-16.058902104127142,0.581799424371689
1298147,2022-10-22,Sydney Cricket Ground,New Zealand,Australia,89,runs,1576.484686375219,1601.4633760968516,24.97868972163247,1590.660532413508,1565.6818426918755,-24.97868972163247,0.4796106307993235
1298149,2022-10-23,"Bellerive Oval, Hobart",Sri Lanka,Ireland,9,wickets,1542.0826788157835,1562.6593392928626,20.576660477079113,1492.184499215768,1471.607838738689,-20.576660477079113,0.5713195733941852
1298150,2022-10-23,Melbourne Cricket Ground,India,Pakistan,4,wickets,1560.0963720181535,1578.1268854952184,18.03051347706489,1538.9075774012438,1520.8770639241789,-18.03051347706489,0.5304553782014352
1298151,2022-10-24,"Bellerive Oval, Hobart",Bangladesh,Netherlands,9,runs,1371.470111103558,1391.1443322232776,19.674221119719448,1452.703381404534,1433.0291602848145,-19.674221119719448,0.3851805900087672
1298153,2022-10-25,Perth Stadium,Australia,Sri Lanka,7,wickets,1565.6818426918755,1589.473060820664,23.791218128788373,1562.6593392928626,1538.8681211640742,-23.791218128788373,0.5043496223169089
1298154,2022-10-26,Melbourne Cricket Ground,Ireland,England,5,runs,1471.607838738689,1491.3684233276083,19.760584588919375,1554.823484038943,1535.0628994500237,-19.760584588919375,0.3824817315962695
1298157,2022-10-27,Sydney Cricket Ground,India,Netherlands,56,runs,1578.1268854952184,1592.6486233507828,14.52173785556435,1433.0291602848145,1418.50742242925,-14.52173785556435,0.6974637946757427
1298156,2022-10-27,Sydney Cricket Ground,South Africa,Bangladesh,104,runs,1574.832735193698,1587.2074953313913,12.374760137693332,1391.1443322232776,1378.7695720855843,-12.374760137693332,0.7421924971313889
1298158,2022-10-27,Perth Stadium,Zimbabwe,Pakistan,1,runs,1543.8237120328147,1558.7685136629032,14.944801630088474,1520.8770639241789,1505.9322622940904,-14.944801630088474,0.5329749490597352
1298161,2022-10-29,Sydney Cricket Ground,New Zealand,Sri Lanka,65,runs,1601.4633760968516,1621.1856328828594,19.722256786007954,1538.8681211640742,1519.1458643780663,-19.722256786007954,0.5891196502915009
1298162,2022-10-30,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Bangladesh,Zimbabwe,3,runs,1378.7695720855843,1402.3890234385833,23.619451352999008,1558.7685136629032,1535.1490623099041,-23.619451352999008,0.261892145218781
1298163,2022-10-30,Perth Stadium,Pakistan,Netherlands,6,wickets,1505.9322622940904,1524.0174801521414,18.085217858050978,1418.50742242925,1400.422204571199,-18.085217858050978,0.6232246279572713
1298164,2022-10-30,Perth Stadium,South Africa,India,5,wickets,1587.2074953313913,1606.70815859782,19.500663266428873,1592.6486233507828,1573.147960084354,-19.500663266428873,0.49217022743674804
1298165,2022-10-31,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia,Ireland,42,runs,1589.473060820664,1606.8707770851636,17.397716264499692,1491.3684233276083,1473.9707070631086,-17.397716264499692,0.637547577822923
1298167,2022-11-01,"Brisbane Cricket Ground, Woolloongabba, Brisbane",England,New Zealand,20,runs,1535.0628994500237,1558.9270764099692,23.864176959945514,1621.1856328828594,1597.3214559229139,-23.864176959945514,0.3785370583347523
1298168,2022-11-02,Adelaide Oval,Netherlands,Zimbabwe,5,wickets,1400.422204571199,1426.715463123624,26.293258552424877,1535.1490623099041,1508.8558037574792,-26.293258552424877,0.31527972519726877
1298169,2022-11-02,Adelaide Oval,India,Bangladesh,5,runs,1573.147960084354,1581.861668010679,8.71370792632505,1402.3890234385833,1393.6753155122583,-8.71370792632505,0.7276966273023422
1298170,2022-11-03,Sydney Cricket Ground,Pakistan,South Africa,33,runs,1524.0174801521414,1553.6240847351673,29.60660458302607,1606.70815859782,1577.1015540147941,-29.60660458302607,0.3831957378536236
1298171,2022-11-04,Adelaide Oval,New Zealand,Ireland,35,runs,1597.3214559229139,1613.1415215781985,15.820065655284788,1473.9707070631086,1458.150641407824,-15.820065655284788,0.6704152988482336
1298173,2022-11-05,Sydney Cricket Ground,England,Sri Lanka,4,wickets,1558.9270764099692,1575.9382423499756,17.011165940006233,1519.1458643780663,1502.13469843806,-17.011165940006233,0.5570008869790043
1298176,2022-11-06,Melbourne Cricket Ground,India,Zimbabwe,71,runs,1581.861668010679,1600.8915370043285,19.02986899364931,1508.8558037574792,1489.8259347638298,-19.02986899364931,0.6035443959656394
1298175,2022-11-06,Adelaide Oval,Pakistan,Bangladesh,5,wickets,1553.6240847351673,1564.560685653547,10.936600918379648,1393.6753155122583,1382.7387145938787,-10.936600918379648,0.7151926844171966
1298174,2022-11-06,Adelaide Oval,Netherlands,South Africa,13,runs,1426.715463123624,1453.743245053565,27.027781929940986,1577.1015540147941,1550.073772084853,-27.027781929940986,0.29615151224112013
